username,created_at,content_length,reblogs,favorites,hour,engagement
LATimes,2025-11-13 12:15:00+00:00,275,0,0,12,0
Ranpi,2025-11-13 12:29:32.769000+00:00,13,1,0,12,1
idntimes,2025-11-13 12:29:32.679000+00:00,228,0,0,12,0
FlipboardUK,2025-11-13 09:58:20+00:00,284,1,0,9,1
115_OldniigataColor_N37,2025-11-13 12:29:31.899000+00:00,16,0,0,12,0
yomokmi,2025-11-13 12:29:31.555000+00:00,9,0,0,12,0
noticiaconectada,2025-11-13 12:29:31.650000+00:00,328,0,0,12,0
115Thirdniigatacolor_n34,2025-11-13 12:29:31.321000+00:00,28,0,0,12,0
ManUtd,2025-11-13 12:29:05+00:00,25,0,0,12,0
115secondniigatacolor_N35,2025-11-13 12:29:30.937000+00:00,26,0,0,12,0
digitalwitchcraft,2025-11-13 12:29:29+00:00,0,0,0,12,0
climate.skyfleet.blue,2025-11-13 12:29:26.500000+00:00,119,0,0,12,0
infoacehnet,2025-11-13 12:29:30.416000+00:00,599,0,0,12,0
115Lemonmilk_N36,2025-11-13 12:29:30.068000+00:00,59,0,0,12,0
mainichi_rss_etc_mainichiflash,2025-11-13 12:29:28+00:00,141,3,1,12,4
lukito,2025-11-13 12:29:26+00:00,121,0,0,12,0
strecken_info,2025-11-13 12:29:24+00:00,248,0,0,12,0
renseiP,2025-11-13 12:29:29.374000+00:00,1,0,0,12,0
3moisan,2025-11-13 12:29:28.898000+00:00,14,0,0,12,0
ifeanyiuddin,2025-11-13 12:29:28+00:00,176,0,0,12,0
sydseter,2025-11-13 12:29:29.281000+00:00,212,0,0,12,0
LaStampa,2025-11-13 11:19:00+00:00,389,1,0,11,1
FlipboardUK,2025-11-13 11:25:39+00:00,362,1,0,11,1
HesaplaGo,2025-11-13 12:29:27.929000+00:00,156,0,0,12,0
hadon,2025-11-13 12:29:27.411000+00:00,8,0,0,12,0
me,2025-11-13 12:29:27+00:00,501,6,0,12,6
strecken_info,2025-11-13 12:29:24+00:00,217,0,0,12,0
technodad,2025-11-13 12:29:24+00:00,155,1,0,12,1
fcnewsbot,2025-11-13 12:29:26+00:00,186,0,0,12,0
Midorime_,2025-11-13 12:29:26.224000+00:00,42,1,0,12,1
f95zone.to,2025-11-13 12:27:13+00:00,123,1,0,12,1
risahana,2025-11-13 12:29:25+00:00,12,0,0,12,0
thentrythis,2025-11-13 12:29:15+00:00,189,0,0,12,0
itmedia_news,2025-11-13 12:29:23+00:00,160,0,0,12,0
Gamintraveler,2025-11-13 12:26:51+00:00,226,0,0,12,0
montan918,2025-11-13 12:29:24.875000+00:00,40,0,0,12,0
GazetemKocaeli,2025-11-13 12:29:24.362000+00:00,276,0,0,12,0
Hamsta180,2025-11-13 12:29:23+00:00,145,1,0,12,1
TheSixthAxis,2025-11-13 12:29:23+00:00,242,1,0,12,1
blb_pic,2025-11-13 12:29:23.779000+00:00,110,0,0,12,0
7sleepersmusic,2025-11-13 12:29:23.593000+00:00,250,2,1,12,3
s_ane,2025-11-13 12:29:29+00:00,71,0,0,12,0
noticiaconectada,2025-11-13 12:29:23.381000+00:00,345,0,0,12,0
gestorumrss,2025-11-13 12:29:22+00:00,214,0,0,12,0
dbalears,2025-11-13 12:29:22+00:00,313,0,0,12,0
huffingtonpost,2025-11-13 12:19:03+00:00,282,1,0,12,1
FlipboardUK,2025-11-13 11:34:02+00:00,313,1,0,11,1
yui_a,2025-11-13 12:29:22.331000+00:00,38,0,0,12,0
sunset,2025-11-13 12:29:21.359000+00:00,15,0,0,12,0
OEnergetice,2025-11-13 12:29:21+00:00,319,0,0,12,0
gopi,2025-11-13 12:29:20+00:00,155,0,0,12,0
blb_pic,2025-11-13 12:29:22.059000+00:00,105,0,0,12,0
voguefrance,2025-11-13 12:11:39+00:00,201,0,0,12,0
anarchiversitario,2025-11-13 12:29:20+00:00,333,1,0,12,1
warblington,2025-11-13 12:29:21.506000+00:00,70,0,0,12,0
f95zone.to,2025-11-13 12:27:19+00:00,124,1,0,12,1
RtbfUnofficial,2025-11-13 12:29:20+00:00,367,0,0,12,0
jliter,2025-11-13 12:29:20.944000+00:00,109,0,0,12,0
jexner,2025-11-13 12:29:17+00:00,46,0,0,12,0
LATimes,2025-11-13 12:00:00+00:00,247,1,0,12,1
yosinonR,2025-11-13 12:29:19.978000+00:00,39,0,0,12,0
streamerrgb,2025-11-13 12:29:20.042000+00:00,118,0,0,12,0
blb_pic,2025-11-13 12:29:19.858000+00:00,123,0,0,12,0
SZ_de,2025-11-13 11:54:25+00:00,232,1,0,11,1
qittu,2025-11-13 12:29:18+00:00,92,0,0,12,0
Kollisjon,2025-11-13 12:29:17+00:00,335,0,0,12,0
noticiaconectada,2025-11-13 12:29:18.221000+00:00,356,0,0,12,0
server_destroyer,2025-11-13 12:29:17.891000+00:00,33,0,1,12,1
c_co_RCF,2025-11-13 12:29:17+00:00,92,0,0,12,0
nsfw_bot,2025-11-13 12:29:17.216000+00:00,224,2,2,12,4
indievana,2025-11-13 12:29:18.037000+00:00,176,0,0,12,0
soejima,2025-11-13 12:29:17.559000+00:00,8,0,0,12,0
blb_pic,2025-11-13 12:29:17.832000+00:00,137,0,0,12,0
f95zone.to,2025-11-13 12:27:25+00:00,120,1,0,12,1
KhoaMinh51975,2025-11-13 12:29:17+00:00,201,0,0,12,0
scienmagcom,2025-11-13 12:29:16.940000+00:00,592,0,0,12,0
stangnerelbit,2025-11-13 12:29:13+00:00,123,0,0,12,0
Handelsblatt,2025-11-13 12:05:58+00:00,296,1,0,12,1
f2k1de,2025-11-13 12:29:13+00:00,142,0,1,12,1
FlipboardBR,2025-11-13 12:15:07+00:00,258,2,0,12,2
iroha_nano145,2025-11-13 12:29:15+00:00,31,0,0,12,0
JPFinlayNBCS,2025-11-13 12:28:44+00:00,199,0,0,12,0
sequelsbot,2025-11-13 12:29:15+00:00,23,0,0,12,0
thecityceleb,2025-11-13 12:29:16.211000+00:00,445,0,0,12,0
andraste.fuckbgp.com,2025-11-13 12:29:13.436000+00:00,85,0,0,12,0
solarphasing,2025-11-13 12:29:16.070000+00:00,288,0,1,12,1
blb_pic,2025-11-13 12:29:15.976000+00:00,111,0,0,12,0
Eduse7en42,2025-11-13 12:29:15+00:00,111,0,0,12,0
TheManilaTimes,2025-11-13 12:29:15.771000+00:00,229,0,0,12,0
AxiosNews,2025-11-13 12:15:04+00:00,282,1,0,12,1
mameco,2025-11-13 12:29:14+00:00,19,0,0,12,0
FODMAPeveryday,2025-11-13 12:19:00+00:00,268,1,0,12,1
susamishin,2025-11-13 12:29:14.114000+00:00,18,0,0,12,0
risahana,2025-11-13 12:29:13+00:00,10,0,0,12,0
Handelsblatt,2025-11-13 12:10:45+00:00,305,1,0,12,1
jon.turningfortune.com,2025-11-13 12:29:10.945000+00:00,299,0,0,12,0
garoo,2025-11-13 12:29:12+00:00,403,0,0,12,0
hypno__bot,2025-11-13 12:29:10+00:00,37,0,0,12,0
uspol.skyfleet.blue,2025-11-13 12:29:01.422000+00:00,116,0,0,12,0
Yaaaa,2025-11-13 12:29:12+00:00,30,0,0,12,0
nba,2025-11-13 12:29:11+00:00,257,1,0,12,1
thekyivindependent_unofficial,2025-11-13 12:28:46+00:00,512,3,0,12,3
jaj0_0,2025-11-13 12:29:09+00:00,9,0,0,12,0
FlipboardUK,2025-11-13 10:48:48+00:00,350,1,0,10,1
BUNTE_DE,2025-11-13 12:13:00+00:00,314,0,0,12,0
labgasteiz,2025-11-13 12:29:08+00:00,335,1,0,12,1
lubaki,2025-11-13 12:29:00.536000+00:00,104,0,0,12,0
HiThere,2025-11-13 12:29:11.244000+00:00,18,1,0,12,1
RNsKitchen,2025-11-13 12:26:54+00:00,241,1,0,12,1
tetrapathos,2025-11-13 12:29:09+00:00,79,0,0,12,0
ztwored,2025-11-13 12:29:10+00:00,30,0,0,12,0
gopi,2025-11-13 12:29:09+00:00,353,0,0,12,0
internationalkhabar,2025-11-13 12:29:10.139000+00:00,662,0,0,12,0
solarbranka,2025-11-13 12:29:08.499000+00:00,116,0,0,12,0
opnv_bot,2025-11-13 12:29:08+00:00,249,0,0,12,0
africa_social,2025-11-13 12:29:09.955000+00:00,108,0,0,12,0
folketshus,2025-11-13 12:29:07+00:00,143,0,0,12,0
SZ_de,2025-11-13 12:12:41+00:00,182,1,0,12,1
frenchcore24fm_radio_station,2025-11-13 12:29:09.468000+00:00,129,0,0,12,0
harianaceh,2025-11-13 12:29:09.343000+00:00,592,0,0,12,0
tibrnowplayingbot,2025-11-13 12:29:09.159000+00:00,307,0,0,12,0
frenchcore24fm_radio_station,2025-11-13 12:29:09.092000+00:00,128,0,0,12,0
www.winsen.de,2025-11-13 12:29:08+00:00,452,0,0,12,0
jeffjarvis,2025-11-13 12:13:45+00:00,209,0,0,12,0
gmdwilcox,2025-11-13 12:29:07+00:00,66,0,0,12,0
golfjapan,2025-11-13 12:29:05+00:00,196,0,0,12,0
mlb,2025-11-13 12:29:06+00:00,132,1,0,12,1
Handelsblatt,2025-11-13 12:00:15+00:00,320,1,0,12,1
starsactu,2025-11-13 12:29:08.510000+00:00,316,0,0,12,0
japan,2025-11-13 12:29:05+00:00,131,0,0,12,0
gopi,2025-11-13 12:29:06+00:00,301,0,0,12,0
yayafa,2025-11-13 12:29:05+00:00,124,0,0,12,0
akira_soraw1818,2025-11-13 12:29:06+00:00,57,0,0,12,0
ustinoff.bsky.social,2025-11-13 12:28:59.012000+00:00,93,0,0,12,0
Lucien73,2025-11-13 12:29:06+00:00,51,0,0,12,0
whitefish,2025-11-13 12:29:06+00:00,277,0,0,12,0
yukotan.bsky.social,2025-11-13 12:29:02.099000+00:00,12,0,0,12,0
stadtbremerhaven,2025-11-13 12:29:06+00:00,384,0,0,12,0
stadtbremerhaven,2025-11-13 12:29:05+00:00,487,0,0,12,0
Boundlessroads,2025-11-13 12:26:39+00:00,225,0,0,12,0
SZ_de,2025-11-13 12:16:58+00:00,206,1,0,12,1
RadioDigitalMalayali,2025-11-13 12:29:06.513000+00:00,260,0,0,12,0
Hj2Zp,2025-11-13 12:29:05.465000+00:00,25,0,0,12,0
90min_DE,2025-11-13 12:17:44+00:00,238,0,0,12,0
renseiP,2025-11-13 12:29:05.828000+00:00,3,0,0,12,0
20Minutos,2025-11-13 12:26:36+00:00,325,0,0,12,0
StartupItalia,2025-11-13 12:16:40+00:00,258,1,0,12,1
ptkorea,2025-11-13 12:29:03+00:00,141,0,0,12,0
saimin_collect,2025-11-13 12:29:02.673000+00:00,138,0,0,12,0
news_society,2025-11-13 12:29:02+00:00,175,0,0,12,0
gazette,2025-11-13 12:28:02+00:00,147,0,0,12,0
Venus14551,2025-11-13 12:29:03+00:00,141,0,0,12,0
teufel100,2025-11-13 12:29:02+00:00,155,1,0,12,1
saimin_collect,2025-11-13 12:29:01.651000+00:00,153,0,0,12,0
pnptime,2025-11-13 12:29:03.556000+00:00,411,0,0,12,0
lvxnews,2025-11-13 12:29:03.322000+00:00,360,0,0,12,0
huffpost_es,2025-11-13 12:29:01+00:00,248,0,0,12,0
stveje,2025-11-13 12:29:02+00:00,447,0,0,12,0
saimin_collect,2025-11-13 12:29:00.826000+00:00,154,0,0,12,0
lentaru,2025-11-13 12:29:01+00:00,93,1,0,12,1
uranews,2025-11-13 12:29:01+00:00,91,1,0,12,1
trumpwatch.skyfleet.blue,2025-11-13 12:28:50.475000+00:00,72,0,0,12,0
saimin_collect,2025-11-13 12:28:59.700000+00:00,163,0,0,12,0
vanfunfun,2025-11-13 12:28:59+00:00,11,0,0,12,0
Anomnomnomaly,2025-11-13 12:29:00+00:00,181,0,0,12,0
Harshhhhh,2025-11-13 12:29:01.060000+00:00,385,0,0,12,0
kanta_0w0,2025-11-13 12:28:59+00:00,12,0,0,12,0
90min_DE,2025-11-13 10:58:22+00:00,224,0,0,10,0
hadon,2025-11-13 12:29:00.143000+00:00,4,1,0,12,1
MyGreatest11,2025-11-13 12:26:10+00:00,54,0,0,12,0
saimin_collect,2025-11-13 12:28:57.696000+00:00,161,0,0,12,0
ghostrodeo,2025-11-13 12:28:58+00:00,96,0,0,12,0
timu_,2025-11-13 12:28:59.192000+00:00,28,1,0,12,1
f95zone.to,2025-11-13 12:28:06+00:00,114,1,0,12,1
ottost,2025-11-13 12:28:58.326000+00:00,139,0,0,12,0
malinmichea.bsky.social,2025-11-13 12:28:54.186000+00:00,133,0,0,12,0
risahana,2025-11-13 12:28:57+00:00,8,0,0,12,0
Kahte,2025-11-13 12:28:55+00:00,134,0,0,12,0
chrismanson,2025-11-13 12:28:57.678000+00:00,1,0,0,12,0
Rahela,2025-11-13 12:28:56.989000+00:00,377,0,0,12,0
Under_sea,2025-11-13 12:28:56.226000+00:00,46,0,0,12,0
saimin_collect,2025-11-13 12:28:54.347000+00:00,163,0,0,12,0
gentlemangangster,2025-11-13 12:28:56.310000+00:00,505,2,0,12,2
Al_Quds_News14,2025-11-13 12:28:55.980000+00:00,180,0,0,12,0
swling,2025-11-13 12:28:50+00:00,375,0,0,12,0
Handelsblatt,2025-11-13 12:00:00+00:00,302,1,0,12,1
yue_kichi,2025-11-13 12:28:54+00:00,53,0,0,12,0
yuribravos,2025-11-13 12:28:37.966000+00:00,123,1,0,12,1
guardingpearsoftware,2025-11-13 12:28:54.215000+00:00,0,0,0,12,0
gabriel,2025-11-13 12:28:51+00:00,455,0,0,12,0
KhoaMinh51975,2025-11-13 12:28:54+00:00,232,0,0,12,0
tailschannel,2025-11-13 12:13:42+00:00,217,0,0,12,0
storlabs.marketing,2025-11-13 12:13:35+00:00,186,0,0,12,0
candle,2025-11-13 12:28:50+00:00,123,0,0,12,0
sibakari,2025-11-13 12:28:52.700000+00:00,59,1,0,12,1
dailymail,2025-11-13 12:13:09+00:00,156,1,0,12,1
f95zone.to,2025-11-13 12:28:08+00:00,119,1,0,12,1
Handelsblatt,2025-11-13 12:05:04+00:00,318,1,0,12,1
pstrada.bsky.social,2025-11-13 12:28:41.387000+00:00,315,0,0,12,0
franbe,2025-11-13 12:28:48.798000+00:00,2,0,0,12,0
dpaxorales.bsky.social,2025-11-13 12:28:45.981000+00:00,101,0,0,12,0
toomanysecrets,2025-11-13 12:28:50.569000+00:00,225,0,0,12,0
koopacabras,2025-11-13 12:28:48+00:00,87,0,0,12,0
risahana,2025-11-13 12:28:48+00:00,12,0,0,12,0
p491x.bsky.social,2025-11-13 12:28:42.828000+00:00,279,0,0,12,0
TheManual,2025-11-13 12:00:00+00:00,231,0,0,12,0
aboveedxw.de,2025-11-13 12:28:42.912000+00:00,248,0,0,12,0
taggu,2025-11-13 12:28:48.513000+00:00,24,0,0,12,0
YNrim,2025-11-13 12:28:48.392000+00:00,91,0,0,12,0
Eduse7en42,2025-11-13 12:28:47+00:00,38,0,0,12,0
CTVNews,2025-11-13 12:13:23+00:00,267,1,0,12,1
kukiwakame,2025-11-13 12:28:47.494000+00:00,28,0,0,12,0
dejavuwallpaper,2025-11-13 12:13:37+00:00,308,0,0,12,0
Boundlessroads,2025-11-13 12:26:47+00:00,280,0,0,12,0
yosinonR,2025-11-13 12:28:47.281000+00:00,18,0,0,12,0
Forbes_es,2025-11-13 12:21:01+00:00,360,1,0,12,1
kkannisan,2025-11-13 12:28:46+00:00,3,0,0,12,0
odnewsin,2025-11-13 12:28:47.295000+00:00,556,0,0,12,0
f95zone.to,2025-11-13 12:28:22+00:00,138,1,0,12,1
hypostase,2025-11-13 12:27:40+00:00,121,0,0,12,0
247Sports,2025-11-13 12:00:00+00:00,475,0,0,12,0
jdv_jazz,2025-11-13 12:28:43+00:00,83,0,0,12,0
punjabikhabarnama,2025-11-13 12:28:46.619000+00:00,615,0,0,12,0
tfgadgets903,2025-11-13 12:28:46.529000+00:00,627,0,0,12,0
the_colorado_sound_playlist,2025-11-13 12:28:46.503000+00:00,93,0,0,12,0
nahcnuj,2025-11-13 12:28:45+00:00,77,0,0,12,0
pocarosa2381.xiaoyaoniang.com,2025-11-13 12:28:42.700000+00:00,74,0,0,12,0
feenwaldgestalt,2025-11-13 12:28:19+00:00,257,1,0,12,1
ryannovoNHL,2025-11-13 12:28:34+00:00,83,0,0,12,0
odnewsin,2025-11-13 12:28:45.750000+00:00,570,0,0,12,0
odnewsin,2025-11-13 12:28:45.363000+00:00,552,0,0,12,0
LisaMarcAurele,2025-11-13 12:26:32+00:00,281,3,0,12,3
engelliweb,2025-11-13 12:28:44.849000+00:00,337,0,0,12,0
odnewsin,2025-11-13 12:28:44.802000+00:00,147,0,0,12,0
planesovermemphis,2025-11-13 12:28:43+00:00,338,0,0,12,0
NuOpRadio2,2025-11-13 12:28:42+00:00,68,0,0,12,0
shtrsn,2025-11-13 12:28:43.642000+00:00,5,0,0,12,0
Handelsblatt,2025-11-13 11:57:20+00:00,322,1,0,11,1
MAKS23,2025-11-13 12:28:43.643000+00:00,443,2,0,12,2
Tokumeiaku,2025-11-13 12:28:43.199000+00:00,14,1,0,12,1
ffeth,2025-11-13 12:28:43+00:00,112,0,0,12,0
vijesti,2025-11-13 12:28:41+00:00,143,0,0,12,0
liubanshen,2025-11-13 12:28:41+00:00,140,0,0,12,0
f95zone.to,2025-11-13 12:28:31+00:00,107,1,0,12,1
HindustanTimes,2025-11-13 12:09:48+00:00,337,1,0,12,1
frans,2025-11-13 12:28:40+00:00,56,0,0,12,0
vf,2025-11-13 12:28:40+00:00,145,0,0,12,0
eleffifth,2025-11-13 12:28:40.749000+00:00,56,0,0,12,0
contrinitiator,2025-11-13 12:28:40+00:00,107,0,0,12,0
skoal1671,2025-11-13 12:28:30+00:00,24,0,0,12,0
ssirkia,2025-11-13 12:28:38+00:00,116,0,0,12,0
pierostrada,2025-11-13 12:28:34+00:00,379,0,0,12,0
k-kielczewski.bsky.social,2025-11-13 12:28:35.602000+00:00,44,0,0,12,0
paulbusch,2025-11-13 12:28:36+00:00,1084,0,0,12,0
protiv,2025-11-13 12:28:35+00:00,292,1,0,12,1
heiseonline,2025-11-13 12:04:00+00:00,247,1,0,12,1
r_kohakusui,2025-11-13 12:28:38+00:00,36,0,0,12,0
loonatheworld_ig,2025-11-13 12:13:21+00:00,35,0,0,12,0
efialto,2025-11-13 12:28:33+00:00,491,0,1,12,1
fayeee,2025-11-13 12:28:37+00:00,50,0,0,12,0
iDNEScz,2025-11-13 12:28:37+00:00,296,0,0,12,0
midnidnightpublishing,2025-11-13 12:28:38.368000+00:00,354,0,0,12,0
Gamintraveler,2025-11-13 12:26:38+00:00,218,0,0,12,0
Golf,2025-11-13 12:17:28+00:00,233,0,0,12,0
Forbes_es,2025-11-13 12:20:50+00:00,364,1,0,12,1
sunset,2025-11-13 12:28:37.398000+00:00,32,0,0,12,0
Boundlessroads,2025-11-13 12:26:31+00:00,310,0,0,12,0
3moisan,2025-11-13 12:28:36.126000+00:00,8,0,0,12,0
thebetterindia.hindi,2025-11-13 12:13:22+00:00,370,0,0,12,0
el7arte,2025-11-13 12:28:36.854000+00:00,77,0,0,12,0
berria,2025-11-13 12:28:35+00:00,323,0,0,12,0
Csmgj,2025-11-13 12:28:35+00:00,147,0,0,12,0
feedit,2025-11-13 12:28:32+00:00,121,0,0,12,0
potatoku_,2025-11-13 12:28:34.357000+00:00,35,1,0,12,1
berria,2025-11-13 12:28:34+00:00,264,0,0,12,0
nixeneko,2025-11-13 12:28:32.808000+00:00,60,0,0,12,0
TARA_sabuaka,2025-11-13 12:28:32.996000+00:00,67,0,0,12,0
thebetterindia.hindi,2025-11-13 12:13:19+00:00,453,0,0,12,0
ENTERCO,2025-11-13 12:28:34.558000+00:00,320,0,0,12,0
Kahte,2025-11-13 12:28:29+00:00,41,0,0,12,0
aboveFRL,2025-11-13 12:28:33.674000+00:00,212,0,0,12,0
sydseter.com,2025-11-13 12:28:29.214000+00:00,195,0,0,12,0
risahana,2025-11-13 12:28:32+00:00,9,0,0,12,0
remixtures,2025-11-13 12:28:30+00:00,1824,1,0,12,1
Heitender,2025-11-13 12:28:32.189000+00:00,137,0,0,12,0
toomanysecrets,2025-11-13 12:28:32.422000+00:00,310,0,0,12,0
90min_DE,2025-11-13 09:42:03+00:00,229,0,0,9,0
jdmccafferty,2025-11-13 12:28:29+00:00,180,0,0,12,0
kuzigyaku,2025-11-13 12:28:30+00:00,22,0,0,12,0
solarphasing,2025-11-13 12:28:30.981000+00:00,306,0,1,12,1
zssk_mimoriadne,2025-11-13 12:28:30.919000+00:00,156,0,0,12,0
tubamei,2025-11-13 12:28:29+00:00,13,0,0,12,0
kukiwakame,2025-11-13 12:28:29.809000+00:00,31,0,0,12,0
thebetterindia.hindi,2025-11-13 12:13:15+00:00,492,0,0,12,0
aboveedxw,2025-11-13 12:28:29.983000+00:00,252,0,0,12,0
Old_IT_geek,2025-11-13 12:28:28+00:00,292,0,0,12,0
addplus1131,2025-11-13 12:28:29.421000+00:00,208,0,0,12,0
sayed.app,2025-11-13 12:28:23.005000+00:00,28,0,0,12,0
emsc,2025-11-13 12:28:28+00:00,116,0,0,12,0
HesaplaGo,2025-11-13 12:28:29.313000+00:00,170,0,0,12,0
iustitia,2025-11-13 12:28:29.037000+00:00,396,0,0,12,0
virgulinha,2025-11-13 12:28:26+00:00,306,0,0,12,0
renseiP,2025-11-13 12:28:28.190000+00:00,22,0,0,12,0
juntsuki,2025-11-13 12:28:28+00:00,12,0,0,12,0
nikolutw,2025-11-13 12:13:13+00:00,37,0,0,12,0
rayhaber,2025-11-13 12:28:27.952000+00:00,561,0,0,12,0
diegodurruty,2025-11-13 12:28:27.802000+00:00,368,0,0,12,0
bakemono,2025-11-13 12:28:27.786000+00:00,38,1,0,12,1
ellamagik,2025-11-13 12:13:10+00:00,373,0,0,12,0
zofe,2025-11-13 12:28:19+00:00,250,0,0,12,0
animenewsnetworkrss,2025-11-13 12:28:25+00:00,153,0,0,12,0
90min_DE,2025-11-13 08:41:11+00:00,244,0,0,8,0
Free_Press,2025-11-13 12:28:24+00:00,484,6,0,12,6
KhoaMinh51975,2025-11-13 12:28:26+00:00,233,0,0,12,0
sawawa_1525,2025-11-13 12:28:26.278000+00:00,16,1,0,12,1
dorzig,2025-11-13 12:28:26.517000+00:00,107,0,0,12,0
Barequeo,2025-11-13 12:28:25.701000+00:00,233,0,0,12,0
jdv_dance,2025-11-13 12:28:23+00:00,135,0,0,12,0
MercNews,2025-11-13 12:13:08+00:00,254,1,0,12,1
akira_soraw1818,2025-11-13 12:28:24+00:00,58,0,0,12,0
johnwoodard,2025-11-13 12:28:25.146000+00:00,128,0,0,12,0
sayed.app,2025-11-13 12:28:22.919000+00:00,48,0,0,12,0
j43147,2025-11-13 12:28:24.870000+00:00,340,0,0,12,0
Forbes_es,2025-11-13 12:20:28+00:00,330,1,0,12,1
novinkycz,2025-11-13 12:28:23+00:00,366,0,0,12,0
sport_ua_feed,2025-11-13 12:28:19+00:00,249,1,0,12,1
adiweiss2023,2025-11-13 12:13:11+00:00,272,0,0,12,0
_a_towner_,2025-11-13 12:13:10+00:00,36,0,0,12,0
sport_ua_feed,2025-11-13 12:28:18+00:00,231,1,0,12,1
sport_ua_feed,2025-11-13 12:28:18+00:00,241,1,0,12,1
Arsenal,2025-11-13 12:27:10+00:00,55,0,0,12,0
mameco,2025-11-13 12:28:22+00:00,20,0,0,12,0
Edgecontrol,2025-11-13 12:28:22.310000+00:00,106,0,0,12,0
sport_ua_feed,2025-11-13 12:28:18+00:00,255,1,0,12,1
eifonen,2025-11-13 12:28:19+00:00,146,0,0,12,0
thebetterindia.hindi,2025-11-13 12:13:08+00:00,453,0,0,12,0
renseiP,2025-11-13 12:28:21.031000+00:00,1,0,0,12,0
Tendar,2025-11-13 12:28:09+00:00,198,1,0,12,1
gloriousnoise,2025-11-13 12:28:19+00:00,271,1,0,12,1
Kahte,2025-11-13 12:28:19+00:00,49,0,0,12,0
gloriousnoise.bsky.social,2025-11-13 12:28:19.588000+00:00,271,0,0,12,0
ajdiawaaj,2025-11-13 12:28:20.409000+00:00,495,0,0,12,0
Ruse,2025-11-13 12:28:20.837000+00:00,40,1,0,12,1
sport_ua_feed,2025-11-13 12:28:17+00:00,235,1,0,12,1
sport_ua_feed,2025-11-13 12:28:17+00:00,233,1,0,12,1
90min_DE,2025-11-13 08:05:09+00:00,281,0,0,8,0
jdv_groove,2025-11-13 12:28:18+00:00,88,0,0,12,0
OscarMClick_RELOADED,2025-11-13 12:28:17+00:00,92,0,0,12,0
sport_ua_feed,2025-11-13 12:28:17+00:00,235,1,0,12,1
Kurehaminnto,2025-11-13 12:28:18.099000+00:00,3,1,0,12,1
frodehommedal.bsky.social,2025-11-13 12:28:16.422000+00:00,83,0,0,12,0
AizawaTsuki,2025-11-13 12:28:16.271000+00:00,59,0,0,12,0
princejvstin.com,2025-11-13 12:28:13.988000+00:00,126,0,0,12,0
cn24tv,2025-11-13 12:28:18.536000+00:00,226,0,0,12,0
ellamagik,2025-11-13 12:13:07+00:00,0,0,0,12,0
immigrationnewscanada,2025-11-13 12:28:16+00:00,316,0,0,12,0
sport_ua_feed,2025-11-13 12:28:16+00:00,245,1,0,12,1
walknews,2025-11-13 12:28:14+00:00,109,0,0,12,0
games,2025-11-13 12:28:08+00:00,172,0,0,12,0
Handelsblatt,2025-11-13 12:10:48+00:00,289,1,0,12,1
koozmo,2025-11-13 12:28:16.535000+00:00,423,0,0,12,0
SkyTG24,2025-11-13 09:48:27+00:00,232,0,0,9,0
baseball,2025-11-13 12:28:07+00:00,297,0,0,12,0
hadon,2025-11-13 12:28:15.979000+00:00,8,0,1,12,1
Gigade,2025-11-13 12:21:37+00:00,311,1,0,12,1
belik_volvach,2025-11-13 12:28:15.753000+00:00,313,1,0,12,1
unesco_chair_opened,2025-11-13 12:28:15+00:00,178,0,0,12,0
spillnyheter,2025-11-13 12:28:14+00:00,275,0,0,12,0
247Sports,2025-11-13 12:00:00+00:00,421,0,0,12,0
StripeyYena,2025-11-13 12:28:11+00:00,290,0,0,12,0
wissenstransfer,2025-11-13 12:28:14.893000+00:00,171,0,0,12,0
EveningStandard,2025-11-13 11:57:14+00:00,361,0,0,11,0
stoneriver71,2025-11-13 12:28:11+00:00,40,0,0,12,0
MercNews,2025-11-13 12:07:56+00:00,252,1,0,12,1
Ralf_Schulz,2025-11-13 12:28:13+00:00,381,0,0,12,0
mijuku,2025-11-13 12:28:12+00:00,45,0,0,12,0
lasagnediego,2025-11-13 13:25:11.921000+00:00,341,0,0,13,0
otakan,2025-11-13 12:28:12+00:00,13,0,0,12,0
news,2025-11-13 12:28:07+00:00,138,0,0,12,0
Gamintraveler,2025-11-13 12:26:26+00:00,221,0,0,12,0
iustitia,2025-11-13 12:28:13.485000+00:00,496,1,0,12,1
sensiwiseai,2025-11-13 12:28:12.880000+00:00,351,0,0,12,0
princessue,2025-11-13 12:28:12.767000+00:00,466,0,0,12,0
parti_equinoxe,2025-11-13 12:28:12+00:00,372,0,0,12,0
richards-photopage,2025-11-13 12:28:08+00:00,642,4,0,12,4
parti_equinoxe,2025-11-13 12:28:11+00:00,233,0,0,12,0
pstrada.bsky.social,2025-11-13 12:28:06.037000+00:00,328,0,0,12,0
LilyBones,2025-11-13 12:28:10+00:00,104,0,0,12,0
vivizine,2025-11-13 12:28:06+00:00,149,0,0,12,0
kpop,2025-11-13 12:28:06+00:00,92,0,0,12,0
DOTNEWSTV,2025-11-13 12:28:11.436000+00:00,626,0,0,12,0
YqopK,2025-11-13 12:28:07+00:00,6,0,0,12,0
sandymcclearn,2025-11-13 12:28:07+00:00,281,2,1,12,3
sigaportalad,2025-11-13 12:12:52+00:00,164,0,0,12,0
AlphaCordi,2025-11-13 12:28:08+00:00,131,0,1,12,1
Handelsblatt,2025-11-13 12:10:45+00:00,293,1,0,12,1
Kahte,2025-11-13 12:28:05+00:00,37,0,0,12,0
